Entity,Year,"Expenditure per student as % of GDP (primary), 1974-2014 - World Bank","Teacher-pupil ratio (primary), 1970-2014 - World Bank","Pri - Government expenditure per student, primary (% of GDP per capita)","Sec - Government expenditure per student, secondary (% of GDP per capita)","Tert - Government expenditure per student, tertiary (% of GDP per capita)",Total Government Expenditure on Education,Share of Education in Government Expenditure,Expenditure on primary as % of government expenditure on education
Jordan,2008,12.32949,,12.32949,14.78937,,,,
Jordan,2011,12.24048,,12.24048,15.06247,,,,
Kazakhstan,1986,,25.67562,,,,,,
Kazakhstan,1989,,22.62178,,,,,,
Kazakhstan,1990,,20.66277,,,,,,
Kazakhstan,1991,,19.78228,,,,,,
Kazakhstan,1992,,19.34524,,,,,,
Kazakhstan,1993,,18.85889,,,,,,
Kazakhstan,1994,,19.0124,,,,,,
Kazakhstan,1995,,20.34234,,,,,,
Kazakhstan,1996,,21.49086,,,,3.92371,,
Kazakhstan,1997,,22.61298,,,,4.37343,,
Kazakhstan,1998,,22.21895,,,,,,
Kazakhstan,1999,,,,,,3.89257,,
Kazakhstan,2000,,,,,,3.25662,,
Kazakhstan,2001,,18.7209,,,,,,
Kazakhstan,2002,,18.89743,,,,3.0297,14.75948,
Kazakhstan,2003,,18.50973,,,,,,
Kazakhstan,2004,,17.93263,,,,2.25591,10.26694,
Kazakhstan,2005,,17.26973,,,5.59704,2.26353,10.22782,
Kazakhstan,2006,,16.77062,,,7.49532,2.62678,13.26734,
Kazakhstan,2007,,16.5296,,,,2.83139,11.94463,
Kazakhstan,2008,,16.63423,,,,2.58946,13.64712,
Kazakhstan,2009,,16.40689,,,,3.06072,13.0409,
Kazakhstan,2010,,16.24776,,,,,,
Kazakhstan,2011,,16.35795,,,,,,
Kazakhstan,2012,,16.19104,,,,,,
Kazakhstan,2013,,16.48238,,,,2.83413,14.01982,0.68512
Kazakhstan,2014,,,,,,2.88742,12.60609,0.85737
Kenya,1998,,28.49991,,,,,,
Kenya,1999,,32.21127,,,,5.32324,24.04598,
Kenya,2000,21.37795,34.43698,21.37795,14.37943,207.99622,5.18673,23.06399,68.08704
Kenya,2001,20.90685,34.43703,20.90685,15.80512,225.25401,5.20621,22.11042,66.0845
Kenya,2002,,34.43683,,,,6.172,25.62821,
Kenya,2003,23.21593,38.02563,23.21593,20.33649,,6.49427,24.98009,62.9527
Kenya,2004,24.15592,39.53539,24.15592,22.27,274.43411,6.79693,26.66815,62.11754
Kenya,2005,,41.97553,,,,7.33565,27.30884,
Kenya,2006,22.37319,41.54025,22.37319,21.16667,,7.04984,24.95597,54.10875
Kenya,2007,,41.95242,,,,,,
Kenya,2008,,43.51672,,,,,,
Kenya,2009,,43.33438,,,,,,
Kenya,2010,,,,,,5.50822,20.55599,
Kenya,2012,,56.5747,,,,,,
Kiribati,1972,,26.29379,,,,,,
Kiribati,1973,,31.10512,,,,,,
Kiribati,1975,,33.10022,,,,,,
Kiribati,1976,,30.60287,,,,,,
Kiribati,1977,,31.44598,,,,,,
Kiribati,1978,,31.42424,,,,,,
Kiribati,1979,,30.75058,,,,,,
Kiribati,1980,,30.42529,,,,,,
Kiribati,1981,,29.9396,,,,,,
Kiribati,1982,,30.74667,,,,,,
Kiribati,1983,,30.04857,,,,,,
Kiribati,1984,,28.01274,,,,,,
Kiribati,1985,,29.21739,,,,,,
Kiribati,1986,,28.54604,,,,,,
Kiribati,1987,,29.1033,,,,,,
Kiribati,1988,,29.52288,,,,,,
Kiribati,1989,,28.24655,,,,,,
Kiribati,1990,,28.61673,,,,,,
Kiribati,1991,,29.21201,,,,,,
Kiribati,1992,,29.3945,,,,,,
Kiribati,1993,,30.38361,,,,,,
Kiribati,1994,,30.99631,,,,,,
Kiribati,1995,,27.27083,,,,,,
Kiribati,1996,,23.60519,,,,,,
Kiribati,1997,,24.20083,,,,,,
Kiribati,1998,,24.38472,,,,,,
Kiribati,1999,25.98797,24.66093,25.98797,,,10.6302,12.50751,43.04423
Kiribati,2000,24.70336,31.66522,24.70336,,,11.14303,15.26542,39.00548
Kiribati,2001,22.10054,23.63404,22.10054,,,11.98812,11.51614,34.33454
Kiribati,2002,,22.43788,,,,,,
Kiribati,2003,,26.50671,,,,,,
Kiribati,2004,,24.66193,,,,,,
Kiribati,2005,,24.6682,,,,,,
Kiribati,2006,,26.5462,,,,,,
Kiribati,2007,,24.6698,,,,,,
Kiribati,2008,,24.9969,,,,,,
Kuwait,1971,,21.24135,,,,,,
Kuwait,1972,,19.9978,,,,,,
Kuwait,1973,,19.27926,,,,,,
Kuwait,1974,,18.61053,,,,,,
Kuwait,1975,,17.78251,,,,,,
Kuwait,1976,,17.58176,,,,,,
Kuwait,1977,,17.21282,,,,,,
Kuwait,1978,,17.10593,,,,,,
Kuwait,1979,,17.54662,,,,,,
Kuwait,1980,,18.85859,,,,,,
Kuwait,1981,,18.54175,,,,,,
Kuwait,1982,,18.4582,,,,,,
Kuwait,1983,,19.19339,,,,,,
Kuwait,1984,,18.47636,,,,,,
Kuwait,1985,,18.05843,,,,,,
Kuwait,1986,,17.97516,,,,,,
Kuwait,1987,,18.20206,,,,,,
Kuwait,1988,,17.98267,,,,,,
Kuwait,1989,,18.02722,,,,,,
Kuwait,1990,,18.38603,,,,,,
Kuwait,1991,,17.77026,,,,,,
Kuwait,1992,,16.45486,,,,,,
Kuwait,1993,,16.33404,,,,,,
Kuwait,1994,,15.79244,,,,,,
Kuwait,1995,,14.55094,,,,,,
Kuwait,1996,,14.55227,,,,5.85954,,
Kuwait,1997,,14.07525,,,,5.58251,,
Kuwait,1998,,13.17911,,,,,,
Kuwait,1999,,13.44605,,,,,,
Kuwait,2000,,13.77575,,,,,,
Kuwait,2001,16.67054,13.4826,16.67054,,,6.586,17.63889,18.77848
Kuwait,2002,16.3827,13.59342,16.3827,,117.338,6.5505,14.96518,18.77843
Kuwait,2003,16.1747,13.28756,16.1747,18.22184,126.76491,,,
Kuwait,2004,13.92749,12.84563,13.92749,15.71612,110.53202,5.53515,14.95361,18.81727
Kuwait,2005,10.17586,12.06221,10.17586,15.42553,,4.73825,13.85411,19.83133
Kuwait,2006,8.6651,10.14275,8.6651,13.22512,,3.76001,13.37001,20.41517
Kuwait,2007,,9.6101,,,,,,
Kuwait,2008,10.44149,9.11151,10.44149,14.25404,,,,
Kuwait,2009,,8.56188,,,,,,
Kuwait,2010,,8.37512,,,,,,
Kuwait,2011,17.427,8.60901,17.427,21.75542,,,,
Kuwait,2012,,8.60056,,,,,,
Kuwait,2013,,8.60512,,,,,,
Latvia,1981,,19.90651,,,,,,
Latvia,1982,,19.84472,,,,,,
Latvia,1983,,19.79334,,,,,,
Latvia,1984,,19.3331,,,,,,
Latvia,1985,,18.75783,,,,,,
Latvia,1986,,18.07191,,,,,,
Latvia,1987,,19.95835,,,,,,
Latvia,1988,,19.2202,,,,,,
Latvia,1989,,18.08866,,,,,,
Latvia,1990,,14.57965,,,,,,
Latvia,1991,,15.12802,,,,,,
Latvia,1992,,15.44677,,,,,,
Latvia,1993,,13.86338,,,,,,
Latvia,1994,,14.15575,,,,,,
Latvia,1995,,13.17273,,,,,,
Latvia,1996,,13.51019,,,,3.68828,,
Latvia,1997,,13.47542,,,,3.65048,,
Latvia,1998,19.41118,15.45474,19.41118,24.98255,34.28913,3.85527,11.00897,18.778
Latvia,1999,19.50101,15.38549,19.50101,23.74678,27.94172,3.50193,9.90669,20.14742
Latvia,2000,19.65056,15.10006,19.65056,23.16935,22.6134,2.98851,10.26199,20.89552
Latvia,2001,19.60123,14.99391,19.60123,24.11859,19.47216,3.06679,11.1588,19.23077
Latvia,2002,21.83376,14.34437,21.83376,25.23379,18.51639,3.26617,11.50504,18.73112
Latvia,2003,20.22192,13.70082,20.22192,24.08692,14.20226,3.24727,10.80686,17.16637
Latvia,2004,20.21651,12.97768,20.21651,23.50571,12.08998,3.21245,10.19194,16.28647
Latvia,2005,,12.20087,,,,,,
Latvia,2006,36.19097,11.76235,36.19097,18.71972,15.37032,3.2848,9.77717,25.35986
Latvia,2007,22.51651,11.04241,22.51651,23.34425,15.80123,3.26785,9.88639,24.82457
Latvia,2008,28.3335,11.11175,28.3335,27.65823,16.87829,3.79084,10.37558,26.67222
Latvia,2009,29.78959,10.44778,29.78959,30.68084,13.44122,3.91929,9.15413,28.18896
Latvia,2010,26.43545,11.8849,26.43545,27.48354,14.88611,3.55563,8.29944,28.48895
Latvia,2011,24.70504,11.4136,24.70504,25.82273,20.03415,3.48792,8.95797,27.62784
Latvia,2012,23.19265,11.01496,23.19265,24.67494,19.9255,3.20394,8.73077,28.19024
Latvia,2013,,11.16241,,,,,,
Laos,1971,,36.02163,,,,,,
Laos,1972,,37.90708,,,,,,
Laos,1973,,37.33883,,,,,,
Laos,1976,,26.76621,,,,,,
Laos,1977,,29.81889,,,,,,
Laos,1978,,29.84456,,,,,,
Laos,1979,,31.34115,,,,,,
Laos,1980,,30.90823,,,,,,
Laos,1981,,29.753,,,,,,
Laos,1982,,29.79138,,,,,,
Laos,1983,,29.22517,,,,,,
Laos,1984,,27.30569,,,,,,
Laos,1985,,27.41422,,,,,,
Laos,1986,,24.88219,,,,,,
Laos,1988,,27.41621,,,,,,
Laos,1990,,28.22904,,,,,,
Laos,1991,,27.40016,,,,,,
Laos,1992,,27.60943,,,,,,
Laos,1993,,29.4365,,,,,,
Laos,1994,,30.0695,,,,,,
Laos,1995,,30.30066,,,,,,
Laos,1996,,30.97735,,,,2.42975,,
Laos,1997,,30.44152,,,,2.1302,,
Laos,1998,,31.1404,,,,,,
Laos,1999,,30.56028,,,,,,
Laos,2000,,30.13631,,,70.57382,1.50369,7.26613,
Laos,2001,,29.9336,,,111.37579,1.99028,9.11739,
Laos,2002,8.27247,29.87763,8.27247,9.29239,85.95567,2.82522,16.20456,45.03373
Laos,2003,,30.63596,,,,,,
Laos,2004,,31.42554,,,,2.413,16.24385,
Laos,2005,9.81286,31.47889,9.81286,,,2.41409,13.73158,62.53258
Laos,2006,,31.03166,,,,2.95879,17.48047,
Laos,2007,,30.12454,,,,3.07842,17.35746,
Laos,2008,,30.49379,,,,2.27855,13.963,
Laos,2009,,29.15319,,,,,,
Laos,2010,,28.83207,,,,2.77387,11.89297,
Laos,2011,,26.80852,,,,,,
Laos,2012,,27.12631,,,,,,
Laos,2013,,25.59771,,,,,,
Laos,2014,0,,0,0,0,4.17047,15.35253,
Kyrgyzstan,1981,,27.81818,,,,,,
Kyrgyzstan,1986,,19.13966,,,,,,
Kyrgyzstan,1991,,21.3276,,,,,,
Kyrgyzstan,1996,,19.65719,,,,4.90261,,
Kyrgyzstan,1998,,,,,36.08043,4.91963,13.6927,
Kyrgyzstan,1999,,24.4244,,,24.20848,4.08522,11.37496,
Kyrgyzstan,2000,,24.14416,,,15.7419,3.50837,11.59721,
Kyrgyzstan,2001,,24.41889,,,17.22572,3.85419,13.70554,
Kyrgyzstan,2002,,24.03802,,,20.80131,4.44547,15.01681,
Kyrgyzstan,2003,,24.45576,,,22.34201,4.47541,15.655,
Kyrgyzstan,2004,,24.23079,,,22.78564,4.62243,15.9067,
Kyrgyzstan,2005,,24.48841,,,21.89344,4.87384,16.46192,
Kyrgyzstan,2006,,23.84174,,,22.2978,5.54986,18.43475,
Kyrgyzstan,2007,,24.2314,,,22.63517,6.467,20.32407,
Kyrgyzstan,2008,,24.19711,,,19.04264,5.91319,20.17296,
Kyrgyzstan,2009,,24.03166,,,19.6311,6.23268,18.1331,
Kyrgyzstan,2010,,24.28436,,,18.87649,5.81883,15.68476,
Kyrgyzstan,2011,,24.91639,,,,6.79062,18.1727,
Kyrgyzstan,2012,,23.89988,,,,7.38423,18.19559,
Kyrgyzstan,2013,,24.54686,,,,6.7802,17.773,
Liberia,1998,,44.97237,,,,,,
Liberia,1999,,39.3447,,,,,,
Liberia,2000,,38.27341,,,,,,
Liberia,2006,,27.97468,,,,,,
Liberia,2008,,24.27877,,,,3.26127,7.27842,
Liberia,2009,,27.36148,,,,,,
Liberia,2011,,26.83431,,,,,,
Liberia,2012,,,,,9.34264,2.82069,8.10176,30.72199
Liberia,2014,,26.49841,,,,,,
Lesotho,1970,,44.25328,,,,,,
Lesotho,1971,,44.22337,,,,,,
Lesotho,1972,,44.81809,,,,,,
Lesotho,1973,,47.44596,,,,,,
Lesotho,1974,,52.67891,,,,,,
Lesotho,1975,,52.51349,,,,,,
Lesotho,1976,,52.44602,,,,,,
Lesotho,1977,,52.51371,,,,,,
Lesotho,1978,,51.69034,,,,,,
Lesotho,1979,,49.26893,,,,,,
Lesotho,1980,,48.03571,,,,,,
Lesotho,1981,,48.41981,,,,,,
Lesotho,1982,,52.49197,,,,,,
Lesotho,1983,,51.07407,,,,,,
Lesotho,1984,,52.67068,,,,,,
Lesotho,1985,,55.44817,,,,,,
Lesotho,1986,,55.2794,,,,,,
Lesotho,1987,,56.43827,,,,,,
Lesotho,1988,,55.63994,,,,,,
Lesotho,1989,,55.58853,,,,,,
Lesotho,1990,,54.5335,,,,,,
Lesotho,1991,,54.02304,,,,,,
Lesotho,1992,,51.43341,,,,,,
Lesotho,1993,,48.58406,,,,,,
Lesotho,1994,,49.36567,,,,,,
Lesotho,1995,,47.71059,,,,,,
Lesotho,1996,,47.43327,,,,,,
Lesotho,1997,,45.60452,,,,13.17703,,
Lesotho,1999,34.65706,44.37094,34.65706,77.11753,,14.1626,23.55235,49.64197
Lesotho,2000,28.17484,47.88354,28.17484,79.46895,,11.492,19.20038,48.63788
Lesotho,2001,25.91588,47.36441,25.91588,64.02772,833.88483,10.77399,23.84892,53.22691
Lesotho,2002,,46.9991,,,,11.80636,24.36376,
Lesotho,2003,,46.23628,,,,15.61544,32.10573,
Lesotho,2004,,42.73081,,,,13.27157,27.6499,
Lesotho,2005,28.50269,41.58735,28.50269,57.50284,,14.79096,32.40492,43.03617
Lesotho,2006,25.35867,40.78086,25.35867,50.43109,,13.85772,28.23381,40.12473
Lesotho,2007,,37.20013,,,,,,
Lesotho,2008,22.79359,35.04477,22.79359,51.21034,,12.98201,24.69755,35.99421
Lesotho,2009,,33.75728,,,,,,
Lesotho,2010,,33.77485,,,,,,
Lesotho,2011,,33.87564,,,,,,
Lesotho,2012,,34.07946,,,,,,
Lesotho,2013,,32.62708,,,,,,
Lebanon,1981,,17.9017,,,,,,
Lebanon,1982,,17.49132,,,,,,
Lebanon,1996,,,,,,2.08467,,
Lebanon,1999,,14.25064,,,,,,
Lebanon,2000,,14.23481,,,,,,
Lebanon,2001,,17.34958,,,,2.84148,7.42125,
Lebanon,2002,,17.19698,,,17.86554,2.55271,7.0563,
Lebanon,2003,,17.36837,,,,,,
Lebanon,2004,,14.45002,,,16.65028,2.66674,7.93123,
Lebanon,2005,,14.57447,,,18.49008,2.67227,8.42131,
Lebanon,2006,,14.22194,,,18.04346,2.80863,7.69319,
Lebanon,2007,,14.25017,,,14.63237,2.60987,7.34104,
Lebanon,2008,,14.21478,,,12.5497,2.035,5.86977,
Lebanon,2009,,13.94637,,,10.08219,1.77877,5.503,
Lebanon,2010,,14.1419,,,9.51921,1.63173,5.53429,
Lebanon,2011,,14.23097,,,8.81529,1.64626,5.73381,
Lebanon,2012,,14.33889,,3.70763,,2.1894,7.10915,
Lebanon,2013,,12.04695,,5.10427,15.54737,2.57268,8.57552,
Lithuania,1981,,25.30353,,,,,,
Lithuania,1986,,25.34544,,,,,,
Lithuania,1989,,20.38883,,,,,,
Lithuania,1990,,18.63904,,,,,,
Lithuania,1991,,17.86571,,,,,,
Lithuania,1992,,16.69436,,,,,,
Lithuania,1993,,16.86672,,,,,,
Lithuania,1994,,16.70484,,,,,,
Lithuania,1995,,16.48088,,,,,,
Lithuania,1996,,16.32927,,,,,,
Lithuania,1997,,16.01284,,,,,16.71701,
Lithuania,1998,,15.4349,,,,,16.61294,
Lithuania,1999,,16.53451,,,,,,
Lithuania,2000,,16.44787,,,,,,
Lithuania,2001,,15.95552,,,34.08003,,,
Lithuania,2002,,16.31386,,,32.45459,,,
Lithuania,2003,14.20866,15.55441,14.20866,19.84729,20.28571,,,14.79363
Lithuania,2004,14.67373,14.72329,14.67373,20.66216,19.55968,17.84838,,14.31399
Lithuania,2005,15.30075,14.07004,15.30075,19.35173,17.42351,16.82612,,14.91719
Lithuania,2006,15.74899,13.64496,15.74899,19.47559,16.28931,16.64437,14.28965,15.04472
Lithuania,2007,15.05357,13.2633,15.05357,19.17443,16.30739,15.85024,13.32594,14.44313
Lithuania,2008,17.13996,12.99866,17.13996,21.47364,16.15105,16.69268,13.05296,14.91504
Lithuania,2009,17.85407,12.80744,17.85407,26.0161,17.0409,19.25768,12.77762,12.96967
Lithuania,2010,22.65805,12.84839,22.65805,21.71762,19.42405,18.31372,12.85883,16.71388
Lithuania,2011,20.65208,12.41205,20.65208,19.46574,23.8194,17.69513,12.33635,15.23921
Lithuania,2012,,12.43042,,,,,,
Lithuania,2013,,12.61606,,,,,,
Libya,1971,,28.46432,,,,,,
Libya,1972,,28.27855,,,,,,
Libya,1973,,25.63455,,,,,,
Libya,1974,,23.7552,,,,,,
Libya,1975,,22.87335,,,,,,
Libya,1976,,22.85845,,,,,,
Libya,1977,,19.97146,,,,,,
Libya,1978,,21.95287,,,,,,
Libya,1979,,20.37171,,,,,,
Libya,1980,,20.05676,,,,,,
Libya,1981,,18.11492,,,,,,
Libya,1983,,16.90346,,,,,,
Libya,1999,,,,,23.26058,2.26417,8.13873,
Liechtenstein,2003,11.08297,9.16529,11.08297,10.98745,24.56506,2.46014,,29.26718
Liechtenstein,2004,10.72728,8.71538,10.72728,10.89737,21.87839,2.43333,,29.00164
Liechtenstein,2005,,8.62308,,,,,,
Liechtenstein,2006,9.96345,8.38433,9.96345,10.68793,10.28873,2.05381,,31.03178
Liechtenstein,2007,9.23857,7.12381,9.23857,10.11168,9.16199,1.92119,,30.56831
Liechtenstein,2008,10.81567,6.5,10.81567,12.2501,,2.04837,,31.06497
Liechtenstein,2009,,6.50305,,,,,,
Liechtenstein,2010,21.00574,6.13353,21.00574,12.45435,,,,
Liechtenstein,2011,17.87793,7.83658,17.87793,13.40758,,2.55604,,38.62014
Liechtenstein,2012,,7.44361,,,,,,
Macedonia,1996,,,,,,4.52623,,
Macedonia,1998,,22.45961,,,,,,
Macedonia,1999,,22.10281,,,,,,
Macedonia,2000,,21.517,,,,,,
Macedonia,2001,,21.58509,,,,,,
Macedonia,2002,,21.18031,,,24.36055,3.30015,8.64088,
Macedonia,2003,,20.22806,,,,,,
Macedonia,2004,,19.95459,,,,,,
Macedonia,2005,,19.37878,,,,,,
Macedonia,2006,,19.12691,,,,,,
Macedonia,2007,,18.28429,,,,,,
Macedonia,2008,,17.27699,,,,,,
Macedonia,2009,,16.39845,,,,,,
Macedonia,2010,,15.93884,,,,,,
Macedonia,2012,,15.15012,,,,,,
Luxembourg,1970,,22.52724,,,,,,
Luxembourg,1971,,19.73143,,,,,,
Luxembourg,1972,,20.03889,,,,,,
Luxembourg,1973,,19.26352,,,,,,
Luxembourg,1974,,18.57297,,,,,,
Luxembourg,1975,,20.0465,,,,,,
Luxembourg,1976,,19.34911,,,,,,
Luxembourg,1978,,19.80863,,,,,,
Luxembourg,1979,,18.98551,,,,,,
Luxembourg,1980,,14.26407,,,,,,
Luxembourg,1981,,13.95354,,,,,,
Luxembourg,1982,,13.7474,,,,,,
Luxembourg,1983,,13.51929,,,,,,
Luxembourg,1984,,13.24036,,,,,,
Luxembourg,1986,,12.60917,,,,,,
Luxembourg,1987,,12.42025,,,,,,
Luxembourg,1988,,13.26617,,,,,,
Luxembourg,1991,,13.30215,,,,,,
Luxembourg,1996,,,,,,3.35865,,
Luxembourg,2001,,11.73818,,,,3.60224,9.69806,
Luxembourg,2002,,11.74075,,,,,,
Luxembourg,2003,,11.49056,,23.77837,,,,
Luxembourg,2004,,11.52665,,22.70054,,,,
Luxembourg,2005,,11.32837,,22.8008,,,,
Luxembourg,2006,,11.10342,,20.52752,,,,
Luxembourg,2007,,11.0839,,19.1374,,,,
Luxembourg,2008,15.54926,11.90842,15.54926,22.61887,,,,
Luxembourg,2010,24.75712,9.29398,24.75712,20.302,,,,
Luxembourg,2011,24.99229,8.99283,24.99229,18.02218,,,,
Luxembourg,2012,,8.37204,,,,,,
Macao,1971,,28.2754,,,,,,
Macao,1972,,29.1367,,,,,,
Macao,1974,,29.88905,,,,,,
Macao,1975,,32.42131,,,,,,
Macao,1976,,27.56707,,,,,,
Macao,1977,,20.65217,,,,,,
Macao,1978,,27.21351,,,,,,
Macao,1979,,30.14357,,,,,,
Macao,1998,,,,,,3.68109,,28.94882
Macao,1999,,31.15814,,,59.71502,3.69231,,
Macao,2000,8.34131,29.95057,8.34131,11.22156,60.32274,3.67962,,24.80577
Macao,2001,,28.30936,,,,2.85865,,
Macao,2002,6.59685,27.45545,6.59685,,26.16712,2.99049,,22.03611
Macao,2003,7.71182,25.9548,7.71182,,20.39909,2.89245,,24.79608
Macao,2004,,24.43137,,,19.10848,2.3173,,
Macao,2005,,23.24487,,,21.41307,2.34887,,
Macao,2006,,21.48361,,,18.92694,2.23985,,
Macao,2007,,20.35352,,,15.89478,2.08706,,
Macao,2008,,18.24476,,,16.30367,2.22777,,
Macao,2009,,17.33943,,,15.4648,2.56586,12.90882,
Macao,2010,,16.05961,,,22.89672,2.6076,15.67268,
Macao,2011,,14.84707,,,28.67223,2.69069,16.13787,
Macao,2012,0,14.10087,0,,49.0313,3.34046,20.22375,
Macao,2013,,13.70592,,,,2.05939,14.25466,
Malaysia,1970,,30.98008,,,,,,
Malaysia,1975,,31.90474,,,,,,
Malaysia,1977,,31.50006,,,,,,
Malaysia,1978,,30.93067,,,,,,
Malaysia,1979,,30.90308,,,,,,
Malaysia,1980,,27.27211,,,,,,
Malaysia,1981,,26.38464,,,,,,
Malaysia,1982,,25.97114,,,,,,
Malaysia,1983,,25.96064,,,,,,
Malaysia,1984,,25.65363,,,,,,
Malaysia,1985,,24.05382,,,,,,
Malaysia,1987,,22.221,,,,,,
Malaysia,1988,,21.34314,,,,,,
Malaysia,1989,,21.37015,,,,,,
Malaysia,1990,,20.37696,,,,,,
Malaysia,1991,,20.14146,,,,,,
Malaysia,1992,,20.12766,,,,,,
Malaysia,1993,,20.01525,,,,,,
Malaysia,1994,,19.69954,,,,,,
Malaysia,1995,,19.93694,,,,,,
Malaysia,1996,,19.41584,,,,4.91385,,
Malaysia,1997,,,,,,4.62038,18.98457,
Malaysia,1998,,21.80374,,,,,,
Malaysia,1999,,20.36262,,,,5.68681,21.18855,
Malaysia,2000,12.55696,19.55776,12.55696,21.88317,81.65004,5.97162,21.39068,27.16796
Malaysia,2001,16.41224,19.66518,16.41224,26.62436,110.09111,7.48447,24.34852,27.79817
Malaysia,2002,19.37733,18.91971,19.37733,27.23821,98.45863,7.65793,25.9036,31.18679
Malaysia,2003,17.88944,17.51402,17.88944,25.30057,90.01364,7.50288,24.54244,29.27681
Malaysia,2004,14.06436,17.48584,14.06436,20.4076,68.74061,5.92388,21.01292,29.57187
Malaysia,2005,,16.89527,,,,,,
Malaysia,2006,10.44279,15.74667,10.44279,13.87467,57.8787,4.48578,16.74557,27.70714
Malaysia,2007,11.26707,15.08261,11.26707,13.82198,48.09719,4.37255,16.12466,29.82499
Malaysia,2008,13.82728,14.55029,13.82728,12.02681,,3.95851,14.03864,39.06479
Malaysia,2009,15.31303,13.24995,15.31303,21.39179,59.63493,5.97418,18.46463,27.67631
Malaysia,2010,14.0294,12.72227,14.0294,18.64887,46.9624,5.11661,18.40623,28.5825
Malaysia,2011,17.08757,12.4522,17.08757,19.84599,60.88205,5.93474,20.97702,29.27143
Malaysia,2012,,12.13758,,,,,,
Malaysia,2013,,,,,,6.29209,21.47878,30.29854
Malawi,1996,,,,,,5.38126,,
Malawi,1999,13.50929,63.22113,13.50929,9.68843,,4.99491,,65.2558
Malawi,2000,11.3268,,11.3268,25.4558,,5.24797,,52.8109
Malawi,2001,8.1125,,8.1125,22.15807,,4.50898,,45.22538
Malawi,2002,,70.01473,,,,,,
Malawi,2003,,,,,,4.21763,16.55257,54.9243
Malawi,2004,,72.05152,,,,,,
Malawi,2005,,71.00686,,,,,,
Malawi,2006,,75.94773,,,,,,
Malawi,2007,,78.12204,,,,,,
Malawi,2008,,78.40557,,,,,,
Malawi,2009,,80.67995,,,,,,
Malawi,2010,6.45762,79.27172,6.45762,22.09626,,4.35638,12.51796,34.76037
Malawi,2011,7.81163,76.07357,7.81163,33.1841,,5.35337,15.213,34.64087
Malawi,2012,,74.08589,,,,,,
Malawi,2013,11.38614,69.14697,11.38614,35.07649,,7.69988,20.36157,36.73603
Malawi,2014,,,,,,6.87791,16.33672,49.47836
Madagascar,1971,,65.03154,,,,,,
Madagascar,1972,,64.58207,,,,,,
Madagascar,1973,,62.14742,,,,,,
Madagascar,1974,,63.23729,,,,,,
Madagascar,1975,,60.62784,,,,,,
Madagascar,1976,,60.13912,,,,,,
Madagascar,1977,,54.77625,,,,,,
Madagascar,1978,,51.11015,,,,,,
Madagascar,1979,,46.02873,,,,,,
Madagascar,1980,,46.35147,,,,,,
Madagascar,1981,,43.66872,,,,,,
Madagascar,1982,,41.03095,,,,,,
Madagascar,1983,,38.76261,,,,,,
Madagascar,1984,,38.25595,,,,,,
Madagascar,1985,,38.2746,,,,,,
Madagascar,1988,,39.73739,,,,,,
Madagascar,1989,,40.48509,,,,,,
Madagascar,1990,,39.86929,,,,,,
Madagascar,1991,,40.34421,,,,,,
Madagascar,1992,,37.76383,,,,,,
Madagascar,1993,,38.46674,,,,,,
Madagascar,1994,,39.93704,,,,,,
Madagascar,1995,,38.05827,,,,,,
Madagascar,1996,,37.10923,,,,,,
Madagascar,1997,,,,,,1.84964,10.64502,
Madagascar,1998,5.89528,46.55921,5.89528,,154.24788,1.87065,9.38266,40.26915
Madagascar,1999,,47.15347,,,,2.76755,15.539,
Madagascar,2000,,47.95381,,,,2.91135,15.89018,
Madagascar,2001,,46.69824,,,,3.25033,17.68298,
Madagascar,2002,8.01871,47.48805,8.01871,,,2.71621,17.93601,
Madagascar,2003,6.97117,51.64584,6.97117,,144.59125,3.03949,15.76285,
Madagascar,2004,8.8537,52.38012,8.8537,,141.84322,3.2643,12.96052,
Madagascar,2005,11.21119,53.5879,11.21119,21.44171,157.94646,3.84817,18.03287,57.30637
Madagascar,2006,9.79933,48.14341,9.79933,15.35923,160.3315,3.28253,15.32419,58.65435
Madagascar,2007,9.30506,48.7325,9.30506,12.47769,142.69016,3.36988,18.04436,54.69952
Madagascar,2008,7.72801,47.15533,7.72801,13.54659,143.5327,2.91041,16.25801,53.57201
Madagascar,2009,7.87443,47.90319,7.87443,11.59338,146.38377,3.17751,22.5854,52.28206
Madagascar,2010,,40.14191,,,,,,
Madagascar,2011,6.59146,43.24486,6.59146,10.23936,94.98787,2.78112,19.7794,47.06569
Madagascar,2012,6.55103,43.06725,6.55103,8.38618,102.60191,2.73217,20.32568,47.35179
Madagascar,2013,4.43123,39.76644,4.43123,8.01697,67.49438,2.07999,13.98948,
Mali,1971,,40.05171,,,,,,
Mali,1972,,40.918,,,,,,
Mali,1973,,40.34093,,,,,,
Mali,1974,,43.03783,,,,,,
Mali,1975,,41.00256,,,,,,
Mali,1976,,40.62337,,,,,,
Mali,1977,,40.65789,,,,,,
Mali,1978,,42.88364,,,,,,
Mali,1979,,42.6388,,,,,,
Mali,1980,,42.34434,,,,,,
Mali,1981,,42.43063,,,,,,
Mali,1982,,40.05853,,,,,,
Mali,1983,,37.35514,,,,,,
Mali,1984,,35.07061,,,,,,
Mali,1985,,34.84399,,,,,,
Mali,1986,,34.02712,,,,,,
Mali,1987,,34.91974,,,,,,
Mali,1988,,37.86152,,,,,,
Mali,1989,,43.26517,,,,,,
