Entity,Year,Access to electricity (% population)- World Bank
Costa Rica,2002,98.509188
Costa Rica,2003,98.695902
Costa Rica,2004,98.954779
Costa Rica,2005,99.053051
Costa Rica,2006,99.147523
Costa Rica,2007,99.217998
Costa Rica,2008,99.263937
Costa Rica,2009,99.409804
Costa Rica,2010,98.995734
Costa Rica,2011,99.232348
Costa Rica,2012,99.503298
Costa Rica,2013,99.563517
Costa Rica,2014,99.359291
Congo,1990,17.7301693
Congo,1991,18.85061646
Congo,1992,19.97061348
Congo,1993,21.08790398
Congo,1994,22.19978142
Congo,1995,23.30354309
Congo,1996,24.39648247
Congo,1997,25.47589111
Congo,1998,26.53906631
Congo,1999,27.58440208
Congo,2000,28.6146946
Congo,2001,29.63384438
Congo,2002,30.64575005
Congo,2003,31.65430832
Congo,2004,32.66342163
Congo,2005,33.8
Congo,2006,34.69890213
Congo,2007,35.73212433
Congo,2008,36.77584457
Congo,2009,37.1
Congo,2010,38.88778687
Congo,2011,39.95251083
Congo,2012,41.6
Congo,2013,42.09070206
Congo,2014,43.16096115
Cuba,1990,92.065979
Cuba,1991,92.58811951
Cuba,1992,93.10980225
Cuba,1993,93.62879181
Cuba,1994,94.1423645
Cuba,1995,94.64781952
Cuba,1996,95.14244843
Cuba,1997,95.62355042
Cuba,1998,96.08841705
Cuba,1999,96.53544617
Cuba,2000,97
Cuba,2001,97.38827515
Cuba,2002,97.80187225
Cuba,2003,98.21253967
Cuba,2004,98.62625122
Cuba,2005,99.03889465
Cuba,2006,99.42514801
Cuba,2007,99.72990417
Cuba,2008,99.91030884
Cuba,2009,99.98190308
Cuba,2010,99.99838257
Cuba,2011,100
Cuba,2012,100
Cuba,2013,100
Cuba,2014,100
Croatia,1990,100
Croatia,1991,100
Croatia,1992,100
Croatia,1993,100
Croatia,1994,100
Croatia,1995,100
Croatia,1996,100
Croatia,1997,100
Croatia,1998,100
Croatia,1999,100
Croatia,2000,100
Croatia,2001,100
Croatia,2002,100
Croatia,2003,100
Croatia,2004,100
Croatia,2005,100
Croatia,2006,100
Croatia,2007,100
Croatia,2008,100
Croatia,2009,100
Croatia,2010,100
Croatia,2011,100
Croatia,2012,100
Croatia,2013,100
Croatia,2014,100
Curacao,1990,100
Curacao,1991,100
Curacao,1992,100
Curacao,1993,100
Curacao,1994,100
Curacao,1995,100
Curacao,1996,100
Curacao,1997,100
Curacao,1998,100
Curacao,1999,100
Curacao,2000,100
Curacao,2001,100
Curacao,2002,100
Curacao,2003,100
Curacao,2004,100
Curacao,2005,100
Curacao,2006,100
Curacao,2007,100
Curacao,2008,100
Curacao,2009,100
Curacao,2010,100
Curacao,2011,100
Curacao,2012,100
Curacao,2013,100
Curacao,2014,100
Czech Republic,1990,100
Czech Republic,1991,100
Czech Republic,1992,100
Czech Republic,1993,100
Czech Republic,1994,100
Czech Republic,1995,100
Czech Republic,1996,100
Czech Republic,1997,100
Czech Republic,1998,100
Czech Republic,1999,100
Czech Republic,2000,100
Czech Republic,2001,100
Czech Republic,2002,100
Czech Republic,2003,100
Czech Republic,2004,100
Czech Republic,2005,100
Czech Republic,2006,100
Czech Republic,2007,100
Czech Republic,2008,100
Czech Republic,2009,100
Czech Republic,2010,100
Czech Republic,2011,100
Czech Republic,2012,100
Czech Republic,2013,100
Czech Republic,2014,100
Cyprus,1990,100
Cyprus,1991,100
Cyprus,1992,100
Cyprus,1993,100
Cyprus,1994,100
Cyprus,1995,100
Cyprus,1996,100
Cyprus,1997,100
Cyprus,1998,100
Cyprus,1999,100
Cyprus,2000,100
Cyprus,2001,100
Cyprus,2002,100
Cyprus,2003,100
Cyprus,2004,100
Cyprus,2005,100
Cyprus,2006,100
Cyprus,2007,100
Cyprus,2008,100
Cyprus,2009,100
Cyprus,2010,100
Cyprus,2011,100
Cyprus,2012,100
Cyprus,2013,100
Cyprus,2014,100
Democratic Republic of Congo,1991,0.592188418
Democratic Republic of Congo,1992,1.3027879
Democratic Republic of Congo,1993,2.010681629
Democratic Republic of Congo,1994,2.713163853
Democratic Republic of Congo,1995,3.407528639
Democratic Republic of Congo,1996,4.091070175
Democratic Republic of Congo,1997,4.761082649
Democratic Republic of Congo,1998,5.414860249
Democratic Republic of Congo,1999,6.050798416
Democratic Republic of Congo,2000,6.7
Democratic Republic of Congo,2001,7.281446934
Democratic Republic of Congo,2002,7.883955479
Democratic Republic of Congo,2003,8.483118057
Democratic Republic of Congo,2004,9.082834244
Democratic Republic of Congo,2005,6
Democratic Republic of Congo,2006,10.29951954
Democratic Republic of Congo,2007,15.2
Democratic Republic of Congo,2008,11.55767059
Democratic Republic of Congo,2009,12.20074558
Democratic Republic of Congo,2010,12.85081959
Democratic Republic of Congo,2011,13.50614357
Democratic Republic of Congo,2012,15.4
Democratic Republic of Congo,2013,14.82554054
Democratic Republic of Congo,2014,13.5
Djibouti,1990,63.35894012
Djibouti,1991,62.72679138
Djibouti,1992,62.09418869
Djibouti,1993,61.45888519
Djibouti,1994,60.81816483
Djibouti,1995,60.1693306
Djibouti,1996,62
Djibouti,1997,58.836483
Djibouti,1998,58.14706039
Djibouti,1999,57.43979645
Djibouti,2000,56.71749115
Djibouti,2001,55.98404694
Djibouti,2002,49.7
Djibouti,2003,54.49931717
Djibouti,2004,53.75583267
Djibouti,2005,53.01679993
Djibouti,2006,55.5
Djibouti,2007,51.56674194
Djibouti,2008,50.85786438
Djibouti,2009,50.15774155
Djibouti,2010,49.46461487
Djibouti,2011,48.77673721
Djibouti,2012,48.09236145
Djibouti,2013,47.40973282
Djibouti,2014,46.72739792
Denmark,1990,100
Denmark,1991,100
Denmark,1992,100
Denmark,1993,100
Denmark,1994,100
Denmark,1995,100
Denmark,1996,100
Denmark,1997,100
Denmark,1998,100
Denmark,1999,100
Denmark,2000,100
Denmark,2001,100
Denmark,2002,100
Denmark,2003,100
Denmark,2004,100
Denmark,2005,100
Denmark,2006,100
Denmark,2007,100
Denmark,2008,100
Denmark,2009,100
Denmark,2010,100
Denmark,2011,100
Denmark,2012,100
Denmark,2013,100
Denmark,2014,100
Dominica,1990,65.4703064
Dominica,1991,67.02281952
Dominica,1992,68.57487488
Dominica,1993,70.12423706
Dominica,1994,71.66818237
Dominica,1995,73.20400238
Dominica,1996,74.72901154
Dominica,1997,76.24048615
Dominica,1998,75
Dominica,1999,79.21312714
Dominica,2000,80.6754837
Dominica,2001,82.12670135
Dominica,2002,87.7
Dominica,2003,85.01129913
Dominica,2004,86.4524765
Dominica,2005,87.89810181
Dominica,2006,89.3520813
Dominica,2007,90.81737518
Dominica,2008,90.9
Dominica,2009,93.7776947
Dominica,2010,95.2692337
Dominica,2011,96.76602173
Dominica,2012,98.10884094
Dominica,2013,99.19297028
Dominica,2014,100
Egypt,1990,93.79931641
Egypt,1991,94.17079163
Egypt,1992,93.4
Egypt,1993,94.9101181
Egypt,1994,95.27302551
Egypt,1995,95.5
Egypt,1996,95.97177124
Egypt,1997,96.30220032
Egypt,1998,96.61640167
Egypt,1999,96.91275787
Egypt,2000,97.7
Egypt,2001,97.46424866
Egypt,2002,97.72717285
Egypt,2003,98.8
Egypt,2004,98.25021362
Egypt,2005,99.4
Egypt,2006,99.04
Egypt,2007,99.07633209
Egypt,2008,99.8
Egypt,2009,99.63510132
Egypt,2010,99.84063721
Egypt,2011,99.95353699
Egypt,2012,99.99267578
Egypt,2013,99.99964905
Egypt,2014,99.8
Dominican Republic,1990,79.11233521
Dominican Republic,1991,78.2
Dominican Republic,1992,81.00093079
Dominican Republic,1993,81.94229889
Dominican Republic,1994,82.87825012
Dominican Republic,1995,83.80608368
Dominican Republic,1996,84.72309875
Dominican Republic,1997,85.62658691
Dominican Republic,1998,86.51383209
Dominican Republic,1999,91
Dominican Republic,2000,88.764932
Dominican Republic,2001,89.791362
Dominican Republic,2002,89.749814
Dominican Republic,2003,89.173808
Dominican Republic,2004,90.316567
Dominican Republic,2005,90.141224
Dominican Republic,2006,90.118148
Dominican Republic,2007,96.876342
Dominican Republic,2008,97.576197
Dominican Republic,2009,97.85776
Dominican Republic,2010,98.145414
Dominican Republic,2011,97.898872
Dominican Republic,2012,97.86705
Dominican Republic,2013,98.385853
Dominican Republic,2014,98.470979
Ecuador,1990,88.81425476
Ecuador,1991,89.29840088
Ecuador,1992,89.78209686
Ecuador,1993,90.26308441
Ecuador,1994,90.73866272
Ecuador,1995,89.830167
Ecuador,1996,91.66275787
Ecuador,1997,92.10586548
Ecuador,1998,92.726642
Ecuador,1999,93.071434
Ecuador,2000,93.33576202
Ecuador,2001,93.71861267
Ecuador,2002,94.09421539
Ecuador,2003,94.973044
Ecuador,2004,94.83927917
Ecuador,2005,95.83265
Ecuador,2006,96.315259
Ecuador,2007,96.812618
Ecuador,2008,97.206576
Ecuador,2009,96.470862
Ecuador,2010,97.462142
Ecuador,2011,96.872699
Ecuador,2012,97.194929
Ecuador,2013,98.034674
Ecuador,2014,98.976067
Eritrea,1990,17.05944443
Eritrea,1991,18.31919098
Eritrea,1992,19.5784874
Eritrea,1993,20.83507538
Eritrea,1994,22.08625412
Eritrea,1995,22.9
Eritrea,1996,24.56155205
Eritrea,1997,25.78026199
Eritrea,1998,26.98273468
Eritrea,1999,28.16736984
Eritrea,2000,29.33696175
Eritrea,2001,30.49541092
Eritrea,2002,32.2
Eritrea,2003,32.79447556
Eritrea,2004,33.94288635
Eritrea,2005,35.0957489
Eritrea,2006,36.25696182
Eritrea,2007,37.42948532
Eritrea,2008,38.61250687
Eritrea,2009,39.80427933
Eritrea,2010,41.00304794
Eritrea,2011,42.2070694
Eritrea,2012,43.41458893
Eritrea,2013,44.62385559
Eritrea,2014,45.8334198
Equatorial Guinea,1990,54.83329773
Equatorial Guinea,1991,55.42446518
Equatorial Guinea,1992,56.0151825
Equatorial Guinea,1993,56.60319138
Equatorial Guinea,1994,57.18579102
Equatorial Guinea,1995,57.76027298
Equatorial Guinea,1996,58.32392883
Equatorial Guinea,1997,58.87405777
Equatorial Guinea,1998,59.40795517
Equatorial Guinea,1999,59.92400742
Equatorial Guinea,2000,60.42502213
Equatorial Guinea,2001,60.91489029
Equatorial Guinea,2002,61.39751816
Equatorial Guinea,2003,61.87679672
Equatorial Guinea,2004,62.35662842
Equatorial Guinea,2005,62.84091187
Equatorial Guinea,2006,63.3335495
Equatorial Guinea,2007,63.83749008
Equatorial Guinea,2008,64.35193634
Equatorial Guinea,2009,64.87512207
Equatorial Guinea,2010,65.40531921
Equatorial Guinea,2011,66.1
Equatorial Guinea,2012,66.47969818
Equatorial Guinea,2013,67.02038574
Equatorial Guinea,2014,67.56137085
El Salvador,1990,72.16699982
El Salvador,1991,69.60788
El Salvador,1992,74.33824921
El Salvador,1993,75.42094421
El Salvador,1994,76.49822998
El Salvador,1995,76.995504
El Salvador,1996,77.883
El Salvador,1997,79.67055511
El Salvador,1998,81.637983
El Salvador,1999,79.129592
El Salvador,2000,84.519249
El Salvador,2001,87.063829
El Salvador,2002,87.54906
El Salvador,2003,86.961151
El Salvador,2004,87.357045
El Salvador,2005,87.525839
El Salvador,2006,89.201467
El Salvador,2007,91.109558
El Salvador,2008,91.000227
El Salvador,2009,91.08402
El Salvador,2010,91.580238
El Salvador,2011,92.574686
El Salvador,2012,93.680571
El Salvador,2013,95.043105
El Salvador,2014,95.125416
Estonia,1990,100
Estonia,1991,100
Estonia,1992,100
Estonia,1993,100
Estonia,1994,100
Estonia,1995,100
Estonia,1996,100
Estonia,1997,100
Estonia,1998,100
Estonia,1999,100
Estonia,2000,100
Estonia,2001,100
Estonia,2002,100
Estonia,2003,100
Estonia,2004,100
Estonia,2005,100
Estonia,2006,100
Estonia,2007,100
Estonia,2008,100
Estonia,2009,100
Estonia,2010,100
Estonia,2011,100
Estonia,2012,100
Estonia,2013,100
Estonia,2014,100
Ethiopia,1991,1.135809779
Ethiopia,1992,2.292165756
Ethiopia,1993,3.445815802
Ethiopia,1994,4.594054222
Ethiopia,1995,5.734175205
Ethiopia,1996,6.863473415
Ethiopia,1997,7.979241848
Ethiopia,1998,9.07877636
Ethiopia,1999,10.16047001
Ethiopia,2000,12.7
Ethiopia,2001,12.28263187
Ethiopia,2002,13.33089638
Ethiopia,2003,14.37581635
Ethiopia,2004,15.42128849
Ethiopia,2005,14
Ethiopia,2006,17.5294857
Ethiopia,2007,18.5990696
Ethiopia,2008,19.67914963
Ethiopia,2009,20.76798058
Ethiopia,2010,21.86381149
Ethiopia,2011,23
Ethiopia,2012,24.06947136
Ethiopia,2013,25.17580223
Ethiopia,2014,27.2
Fiji,1990,55.24864197
Fiji,1991,57.23933029
Fiji,1992,59.2295723
Fiji,1993,61.21710587
Fiji,1994,63.19922638
Fiji,1995,65.17323303
Fiji,1996,66.9
Fiji,1997,69.0860672
Fiji,1998,71.01948547
Fiji,1999,72.93505859
Fiji,2000,74.83559418
Fiji,2001,76.72499084
Fiji,2002,78.60713959
Fiji,2003,80
Fiji,2004,82.36529541
Fiji,2005,84.24909973
Fiji,2006,86.14125824
Fiji,2007,88.9
Fiji,2008,89.95869446
Fiji,2009,91.88140869
Fiji,2010,93.81111908
Fiji,2011,95.74608612
Fiji,2012,97.68454742
Fiji,2013,98.91590881
Fiji,2014,100
France,1990,100
France,1991,100
France,1992,100
France,1993,100
France,1994,100
France,1995,100
France,1996,100
France,1997,100
France,1998,100
France,1999,100
France,2000,100
France,2001,100
France,2002,100
France,2003,100
France,2004,100
France,2005,100
France,2006,100
France,2007,100
France,2008,100
France,2009,100
France,2010,100
France,2011,100
France,2012,100
France,2013,100
France,2014,100
Finland,1990,100
Finland,1991,100
Finland,1992,100
Finland,1993,100
Finland,1994,100
Finland,1995,100
Finland,1996,100
Finland,1997,100
Finland,1998,100
Finland,1999,100
Finland,2000,100
Finland,2001,100
Finland,2002,100
Finland,2003,100
Finland,2004,100
Finland,2005,100
Finland,2006,100
Finland,2007,100
Finland,2008,100
Finland,2009,100
Finland,2010,100
Finland,2011,100
Finland,2012,100
Finland,2013,100
Finland,2014,100
French Polynesia,1990,100
French Polynesia,1991,100
French Polynesia,1992,100
French Polynesia,1993,100
French Polynesia,1994,100
French Polynesia,1995,100
French Polynesia,1996,100
French Polynesia,1997,100
French Polynesia,1998,100
French Polynesia,1999,100
French Polynesia,2000,100
French Polynesia,2001,100
French Polynesia,2002,100
French Polynesia,2003,100
French Polynesia,2004,100
French Polynesia,2005,100
French Polynesia,2006,100
French Polynesia,2007,100
French Polynesia,2008,100
French Polynesia,2009,100
French Polynesia,2010,100
French Polynesia,2011,100
French Polynesia,2012,100
French Polynesia,2013,100
French Polynesia,2014,100
Gambia,1990,16.77231789
Gambia,1991,18.1014061
Gambia,1992,19.43004417
Gambia,1993,17.7
Gambia,1994,22.07649803
Gambia,1995,23.38890076
Gambia,1996,24.69048119
Gambia,1997,25.97853279
Gambia,1998,27.25034904
Gambia,1999,28.50432587
Gambia,2000,34.3
Gambia,2001,30.97105217
Gambia,2002,32.19159698
Gambia,2003,33.40879822
Gambia,2004,34.6265564
Gambia,2005,35.84876251
Gambia,2006,37.079319
Gambia,2007,38.32118225
Gambia,2008,39.57354736
Gambia,2009,40.83465958
Gambia,2010,42.10277176
Gambia,2011,43.37613678
Gambia,2012,44.65299606
Gambia,2013,44.5
Gambia,2014,47.21051407
Georgia,1990,99.00380707
Georgia,1991,99.1108017
Georgia,1992,99.21647644
Georgia,1993,99.31900787
Georgia,1994,99.41604614
Georgia,1995,99.50495911
Georgia,1996,99.58306885
Georgia,1997,99.64784241
Georgia,1998,99.69746399
Georgia,1999,99.73146057
Georgia,2000,99.75111389
Georgia,2001,99.75959778
Georgia,2002,99.9
Georgia,2003,99.76190186
Georgia,2004,99.7623291
Georgia,2005,99.76554108
Georgia,2006,99.77567291
Georgia,2007,99.79553223
Georgia,2008,99.82525635
Georgia,2009,99.86341095
Georgia,2010,99.90670013
Georgia,2011,99.94815826
Georgia,2012,100
Georgia,2013,99.99447632
Georgia,2014,100
Gabon,1990,63.89795303
Gabon,1991,65.02529907
Gabon,1992,66.15218353
Gabon,1993,67.27636719
Gabon,1994,68.3951416
Gabon,1995,69.50579834
Gabon,1996,70.60562897
Gabon,1997,71.69193268
Gabon,1998,72.76200104
Gabon,1999,73.81423187
Gabon,2000,73.6
Gabon,2001,75.87745667
Gabon,2002,76.89625549
Gabon,2003,77.91171265
Gabon,2004,78.92771912
Gabon,2005,81.6
Gabon,2006,80.97698212
Gabon,2007,82.01709747
Gabon,2008,83.06771851
Gabon,2009,84.12708282
Gabon,2010,85.1934433
Gabon,2011,86.26506042
Gabon,2012,89.3
Gabon,2013,86.4
Gabon,2014,89.49419403
Germany,1990,100
Germany,1991,100
Germany,1992,100
Germany,1993,100
Germany,1994,100
Germany,1995,100
Germany,1996,100
Germany,1997,100
Germany,1998,100
Germany,1999,100
Germany,2000,100
Germany,2001,100
Germany,2002,100
Germany,2003,100
Germany,2004,100
Germany,2005,100
Germany,2006,100
Germany,2007,100
Germany,2008,100
Germany,2009,100
Germany,2010,100
Germany,2011,100
Germany,2012,100
Germany,2013,100
Germany,2014,100
Ghana,1990,23.87701988
Ghana,1991,26.0018692
Ghana,1992,28.12626648
Ghana,1993,30.6
Ghana,1994,32.36423874
Ghana,1995,34.47240448
Ghana,1996,36.56974411
Ghana,1997,38.65355682
Ghana,1998,42.6
Ghana,1999,42.77086639
Ghana,2000,44.80556107
Ghana,2001,46.82911301
Ghana,2002,48.84542084
Ghana,2003,48.3
Ghana,2004,52.87189865
Ghana,2005,54.88986206
Ghana,2006,56.91617966
Ghana,2007,58.95380402
Ghana,2008,60.5
Ghana,2009,63.05879974
Ghana,2010,65.12267303
Ghana,2011,64.06256
Ghana,2012,69.26441956
Ghana,2013,70.7
Ghana,2014,78.3
Gibraltar,1990,100
Gibraltar,1991,100
Gibraltar,1992,100
Gibraltar,1993,100
Gibraltar,1994,100
Gibraltar,1995,100
Gibraltar,1996,100
Gibraltar,1997,100
Gibraltar,1998,100
Gibraltar,1999,100
Gibraltar,2000,100
Gibraltar,2001,100
Gibraltar,2002,100
Gibraltar,2003,100
Gibraltar,2004,100
Gibraltar,2005,100
Gibraltar,2006,100
Gibraltar,2007,100
Gibraltar,2008,100
Gibraltar,2009,100
Gibraltar,2010,100
Gibraltar,2011,100
Gibraltar,2012,100
Gibraltar,2013,100
Gibraltar,2014,100
Greece,1990,100
Greece,1991,100
Greece,1992,100
Greece,1993,100
Greece,1994,100
Greece,1995,100
Greece,1996,100
Greece,1997,100
Greece,1998,100
Greece,1999,100
Greece,2000,100
Greece,2001,100
Greece,2002,100
Greece,2003,100
Greece,2004,100
Greece,2005,100
Greece,2006,100
Greece,2007,100
Greece,2008,100
Greece,2009,100
Greece,2010,100
Greece,2011,100
Greece,2012,100
Greece,2013,100
Greece,2014,100
Greenland,1990,100
Greenland,1991,100
Greenland,1992,100
Greenland,1993,100
Greenland,1994,100
Greenland,1995,100
Greenland,1996,100
Greenland,1997,100
Greenland,1998,100
Greenland,1999,100
Greenland,2000,100
Greenland,2001,100
Greenland,2002,100
Greenland,2003,100
Greenland,2004,100
Greenland,2005,100
Greenland,2006,100
Greenland,2007,100
Greenland,2008,100
Greenland,2009,100
Greenland,2010,100
Greenland,2011,100
Greenland,2012,100
Greenland,2013,100
Greenland,2014,100
Grenada,1990,75.61027527
Grenada,1991,76.30432129
Grenada,1992,76.99790955
Grenada,1993,77.68878937
Grenada,1994,78.37426758
Grenada,1995,79.05162048
Grenada,1996,79.71815491
Grenada,1997,80.37115479
Grenada,1998,81.00792694
Grenada,1999,81.62685394
Grenada,2000,82.23074341
Grenada,2001,82.82348633
Grenada,2002,83.40898895
Grenada,2003,83.99114227
Grenada,2004,84.57384491
Grenada,2005,85.16100311
Grenada,2006,85.7565155
Grenada,2007,86.36333466
Grenada,2008,86.98065186
Grenada,2009,87.60671234
Grenada,2010,88.23978424
Grenada,2011,88.8
Grenada,2012,89.51991272
Grenada,2013,90.16347504
Grenada,2014,90.8073349
Guinea,1990,8.830646515
Guinea,1991,9.675252914
Guinea,1992,10.51940918
Guinea,1993,11.36085987
Guinea,1994,12.19689751
Guinea,1995,13.02481937
Guinea,1996,13.84191704
Guinea,1997,14.64548588
Guinea,1998,15.43282032
Guinea,1999,16.4
Guinea,2000,16.95676613
Guinea,2001,17.70007515
Guinea,2002,18.43614006
Guinea,2003,19.16885948
Guinea,2004,19.90213203
Guinea,2005,20.2
Guinea,2006,21.38593102
Guinea,2007,22.14331245
Guinea,2008,22.91119385
Guinea,2009,23.68782616
Guinea,2010,24.47145653
Guinea,2011,25.26033592
Guinea,2012,26.2
Guinea,2013,26.84684753
Guinea,2014,27.64126778
Guatemala,1990,60.15873337
Guatemala,1991,61.42889404
Guatemala,1992,62.69860077
Guatemala,1993,63.96559906
Guatemala,1994,65.22718811
Guatemala,1995,60.8
Guatemala,1996,67.72331238
Guatemala,1997,68.95243073
Guatemala,1998,70.16531372
Guatemala,1999,70.9
Guatemala,2000,73.318205
Guatemala,2001,73.70922852
Guatemala,2002,78.667838
Guatemala,2003,78.512204
Guatemala,2004,77.18793488
Guatemala,2005,78.35121155
Guatemala,2006,83.730998
Guatemala,2007,80.7057724
Guatemala,2008,81.89920044
Guatemala,2009,83.10138702
Guatemala,2010,84.31056213
Guatemala,2011,84.026414
Guatemala,2012,86.74292755
Guatemala,2013,87.96260834
Guatemala,2014,85.494371
Guam,1995,100
Guam,1996,100
Guam,1997,100
Guam,1998,100
Guam,1999,100
Guam,2000,100
Guam,2001,100
Guam,2002,100
Guam,2003,100
Guam,2004,100
Guam,2005,100
Guam,2006,100
Guam,2007,100
Guam,2008,100
Guam,2009,100
Guam,2010,100
Guam,2011,100
Guam,2012,100
Guam,2013,100
Guam,2014,100
Guinea-Bissau,2004,0.015485317
Guinea-Bissau,2005,0.083395608
Guinea-Bissau,2006,0.410800874
Guinea-Bissau,2007,1.291538239
Guinea-Bissau,2008,2.600957632
Guinea-Bissau,2009,4.7
Guinea-Bissau,2010,6
Guinea-Bissau,2011,9.366147995
Guinea-Bissau,2012,11.63054371
Guinea-Bissau,2013,13.89668941
Guinea-Bissau,2014,17.2
Haiti,1990,28.44041061
Haiti,1991,28.8970623
Haiti,1992,29.35326385
Haiti,1993,29.80675888
Haiti,1994,30.25484085
Haiti,1995,31.3
Haiti,1996,31.12395096
Haiti,1997,31.53956413
Haiti,1998,31.93894386
Haiti,1999,32.32048416
Haiti,2000,33.7
Haiti,2001,31.542382
Haiti,2002,33.39044571
Haiti,2003,33.7352066
Haiti,2004,34.08052444
Haiti,2005,34.43029404
Haiti,2006,33.9
Haiti,2007,35.15784073
Haiti,2008,35.5377655
Haiti,2009,35.92644501
Haiti,2010,36.32211685
Haiti,2011,36.72304535
Haiti,2012,37.9
Haiti,2013,37.53364182
Haiti,2014,37.94010925
Guyana,1990,69.17523956
Guyana,1991,69.85214233
Guyana,1992,70.52859497
Guyana,1993,72.376631
Guyana,1994,71.87068176
Guyana,1995,72.53090668
Guyana,1996,73.18030548
Guyana,1997,73.81616974
Guyana,1998,74.43580627
Guyana,1999,75.03759766
Guyana,2000,75.6243515
Guyana,2001,76.1999588
Guyana,2002,76.76831818
Guyana,2003,77.33333588
Guyana,2004,77.89891052
Guyana,2005,77.5
Guyana,2006,79.04730988
Guyana,2007,79.63698578
Guyana,2008,80.23716736
Guyana,2009,77.6
Guyana,2010,81.4620285
Guyana,2011,82.08320618
Guyana,2012,82.70788574
Guyana,2013,83.33432007
Guyana,2014,86.9
Hungary,1990,100
Hungary,1991,100
Hungary,1992,100
Hungary,1993,100
Hungary,1994,100
Hungary,1995,100
Hungary,1996,100
Hungary,1997,100
Hungary,1998,100
Hungary,1999,100
Hungary,2000,100
Hungary,2001,100
Hungary,2002,100
Hungary,2003,100
Hungary,2004,100
Hungary,2005,100
Hungary,2006,100
Hungary,2007,100
Hungary,2008,100
Hungary,2009,100
Hungary,2010,100
Hungary,2011,100
Hungary,2012,100
Hungary,2013,100
Hungary,2014,100
Honduras,1990,55.10711288
Honduras,1991,54.781937
Honduras,1992,58.913112
Honduras,1993,61.100156
Honduras,1994,64.733947
Honduras,1995,66.122022
Honduras,1996,61.68112
Honduras,1997,64.794754
Honduras,1998,66.859519
Honduras,1999,67.394103
Honduras,2000,67.50870514
Honduras,2001,68.67956543
Honduras,2002,63.141137
Honduras,2003,65.090464
Honduras,2004,67.113528
Honduras,2005,68.903309
Honduras,2006,71.266448
Honduras,2007,73.548187
Honduras,2008,76.396899
Honduras,2009,78.269685
Honduras,2010,80.984668
Honduras,2011,82.195298
Honduras,2012,83.607727
Honduras,2013,87.184881
Honduras,2014,88.653773
Hong Kong,1990,100
Hong Kong,1991,100
Hong Kong,1992,100
Hong Kong,1993,100
Hong Kong,1994,100
Hong Kong,1995,100
Hong Kong,1996,100
Hong Kong,1997,100
Hong Kong,1998,100
Hong Kong,1999,100
Hong Kong,2000,100
Hong Kong,2001,100
Hong Kong,2002,100
Hong Kong,2003,100
Hong Kong,2004,100
Hong Kong,2005,100
Hong Kong,2006,100
Hong Kong,2007,100
Hong Kong,2008,100
Hong Kong,2009,100
Hong Kong,2010,100
Hong Kong,2011,100
Hong Kong,2012,100
Hong Kong,2013,100
Hong Kong,2014,100
Indonesia,1990,60.34327316
Indonesia,1991,48.9
Indonesia,1992,64.02869415
Indonesia,1993,55.43
Indonesia,1994,62.8
Indonesia,1995,66.86
Indonesia,1996,72.39
Indonesia,1997,80.3
Indonesia,1998,80.94
Indonesia,1999,83.73
Indonesia,2000,86.3
Indonesia,2001,86.26
Indonesia,2002,87.6
Indonesia,2003,87.94
Indonesia,2004,89.01
Indonesia,2005,87.12741852
Indonesia,2006,90.62
Indonesia,2007,91.1
Indonesia,2008,92.73
Indonesia,2009,93.55
Indonesia,2010,94.15
Indonesia,2011,94.83
Indonesia,2012,96
Indonesia,2013,96.46425831
Indonesia,2014,97.01
India,1990,45.0628891
India,1991,46.54481888
India,1992,48.02629852
India,1993,50.9
India,1994,50.9784317
India,1995,52.44367599
India,1996,53.89809799
India,1997,55.33898926
India,1998,56.76364517
India,1999,60.1
India,2000,59.56223679
India,2001,55.8
India,2002,62.3
India,2003,63.68630219
India,2004,64.4
India,2005,66.4319458
India,2006,67.9
India,2007,69.21004486
India,2008,70.61524963
India,2009,75
India,2010,76.3
India,2011,67.6
India,2012,79.9
India,2013,77.73751831
India,2014,79.16925812
Iceland,1990,100
Iceland,1991,100
Iceland,1992,100
Iceland,1993,100
Iceland,1994,100
Iceland,1995,100
Iceland,1996,100
Iceland,1997,100
Iceland,1998,100
Iceland,1999,100
Iceland,2000,100
Iceland,2001,100
Iceland,2002,100
Iceland,2003,100
Iceland,2004,100
Iceland,2005,100
Iceland,2006,100
Iceland,2007,100
Iceland,2008,100
Iceland,2009,100
Iceland,2010,100
Iceland,2011,100
Iceland,2012,100
Iceland,2013,100
Iceland,2014,100
Ireland,1990,100
Ireland,1991,100
Ireland,1992,100
Ireland,1993,100
Ireland,1994,100
Ireland,1995,100
Ireland,1996,100
Ireland,1997,100
Ireland,1998,100
Ireland,1999,100
Ireland,2000,100
Ireland,2001,100
Ireland,2002,100
Ireland,2003,100
Ireland,2004,100
Ireland,2005,100
Ireland,2006,100
Ireland,2007,100
Ireland,2008,100
Ireland,2009,100
Ireland,2010,100
Ireland,2011,100
Ireland,2012,100
Ireland,2013,100
Ireland,2014,100
Iraq,1990,95.33419037
Iraq,1991,95.53903961
Iraq,1992,95.74343872
Iraq,1993,95.94512939
Iraq,1994,96.14141083
Iraq,1995,96.32957458
Iraq,1996,96.50691223
Iraq,1997,96.67072296
Iraq,1998,96.81829834
Iraq,1999,96.94802856
Iraq,2000,97.06272888
Iraq,2001,97.16627502
Iraq,2002,97.26258087
Iraq,2003,97.35554504
Iraq,2004,97.44905853
