Entity,Year,Fruit consumption per capita- FAOstat
Burkina Faso,2003,5.58
Burkina Faso,2004,6
Burkina Faso,2005,6.27
Burkina Faso,2006,4.95
Burkina Faso,2007,5.52
Burkina Faso,2008,5.52
Burkina Faso,2009,5.67
Burkina Faso,2010,6.11
Burkina Faso,2011,6.3
Burkina Faso,2012,6.23
Burkina Faso,2013,6.4
Cambodia,1961,40.37
Cambodia,1962,31.9
Cambodia,1963,41.19
Cambodia,1964,43.73
Cambodia,1965,38.05
Cambodia,1966,37.38
Cambodia,1967,36.64
Cambodia,1968,31.95
Cambodia,1969,31.74
Cambodia,1970,33.35
Cambodia,1971,23.06
Cambodia,1972,21.33
Cambodia,1973,22.14
Cambodia,1974,22.48
Cambodia,1975,21.04
Cambodia,1976,21.9
Cambodia,1977,22.74
Cambodia,1978,19.74
Cambodia,1979,16.03
Cambodia,1980,16.92
Cambodia,1981,18.44
Cambodia,1982,19.97
Cambodia,1983,21.57
Cambodia,1984,21.66
Cambodia,1985,22.76
Cambodia,1986,23.75
Cambodia,1987,24.2
Cambodia,1988,24.35
Cambodia,1989,24.28
Cambodia,1990,24.39
Cambodia,1991,24.51
Cambodia,1992,23.8
Cambodia,1993,23.89
Cambodia,1994,23.92
Cambodia,1995,24.07
Cambodia,1996,25.68
Cambodia,1997,26.2
Cambodia,1998,25.91
Cambodia,1999,25.46
Cambodia,2000,24.96
Cambodia,2001,24.63
Cambodia,2002,25.47
Cambodia,2003,24.15
Cambodia,2004,23.94
Cambodia,2005,25.97
Cambodia,2006,27.36
Cambodia,2007,27.07
Cambodia,2008,28.49
Cambodia,2009,28.15
Cambodia,2010,27.34
Cambodia,2011,25.68
Cambodia,2012,26.27
Cambodia,2013,26.25
Cameroon,1961,69.72
Cameroon,1962,84.46
Cameroon,1963,86.21
Cameroon,1964,113.94
Cameroon,1965,71.35
Cameroon,1966,86.28
Cameroon,1967,102.22
Cameroon,1968,103.41
Cameroon,1969,84.32
Cameroon,1970,92.77
Cameroon,1971,97.48
Cameroon,1972,100.15
Cameroon,1973,106.29
Cameroon,1974,119.97
Cameroon,1975,108.04
Cameroon,1976,100.92
Cameroon,1977,109.76
Cameroon,1978,132.38
Cameroon,1979,129.65
Cameroon,1980,132.34
Cameroon,1981,135.46
Cameroon,1982,135.94
Cameroon,1983,150.01
Cameroon,1984,132.6
Cameroon,1985,147.3
Cameroon,1986,147.03
Cameroon,1987,113.78
Cameroon,1988,104.53
Cameroon,1989,114.29
Cameroon,1990,104.55
Cameroon,1991,109.13
Cameroon,1992,113.95
Cameroon,1993,117.07
Cameroon,1994,119.02
Cameroon,1995,118.12
Cameroon,1996,119.07
Cameroon,1997,104.54
Cameroon,1998,102.15
Cameroon,1999,82.65
Cameroon,2000,76.81
Cameroon,2001,75.31
Cameroon,2002,79.8
Cameroon,2003,78.02
Cameroon,2004,81
Cameroon,2005,91.02
Cameroon,2006,92.41
Cameroon,2007,92.79
Cameroon,2008,92.75
Cameroon,2009,98.43
Cameroon,2010,102.19
Cameroon,2011,102.58
Cameroon,2012,108.01
Cameroon,2013,112.25
Canada,1961,95.52
Canada,1962,95.86
Canada,1963,91.78
Canada,1964,87.58
Canada,1965,88.12
Canada,1966,83.72
Canada,1967,85.77
Canada,1968,83.4
Canada,1969,86.94
Canada,1970,84.65
Canada,1971,87.27
Canada,1972,86.57
Canada,1973,90.95
Canada,1974,93.71
Canada,1975,102.08
Canada,1976,107.49
Canada,1977,105.49
Canada,1978,109.7
Canada,1979,116.33
Canada,1980,116.58
Canada,1981,120.39
Canada,1982,115.01
Canada,1983,114.85
Canada,1984,116.25
Canada,1985,113.6
Canada,1986,113.05
Canada,1987,121.28
Canada,1988,109.99
Canada,1989,116.9
Canada,1990,111.88
Canada,1991,107.56
Canada,1992,111.98
Canada,1993,112.23
Canada,1994,119.86
Canada,1995,120.16
Canada,1996,119.2
Canada,1997,123.81
Canada,1998,124.56
Canada,1999,128.66
Canada,2000,126.02
Canada,2001,124.13
Canada,2002,124.31
Canada,2003,119.19
Canada,2004,120.55
Canada,2005,129.25
Canada,2006,131.89
Canada,2007,142.73
Canada,2008,132.75
Canada,2009,134.02
Canada,2010,133.33
Canada,2011,128.6
Canada,2012,125.77
Canada,2013,135.65
Cape Verde,1961,31.84
Cape Verde,1962,30.84
Cape Verde,1963,26.9
Cape Verde,1964,31.3
Cape Verde,1965,35.58
Cape Verde,1966,26.21
Cape Verde,1967,28.84
Cape Verde,1968,25.21
Cape Verde,1969,31.91
Cape Verde,1970,28.4
Cape Verde,1971,23.28
Cape Verde,1972,22.15
Cape Verde,1973,26.54
Cape Verde,1974,25.33
Cape Verde,1975,25.88
Cape Verde,1976,27.58
Cape Verde,1977,35.81
Cape Verde,1978,42.24
Cape Verde,1979,38.83
Cape Verde,1980,36.17
Cape Verde,1981,32.45
Cape Verde,1982,23.28
Cape Verde,1983,25.35
Cape Verde,1984,30.01
Cape Verde,1985,31.98
Cape Verde,1986,27.4
Cape Verde,1987,32.3
Cape Verde,1988,32.59
Cape Verde,1989,33.44
Cape Verde,1990,32.56
Cape Verde,1991,34.32
Cape Verde,1992,41.3
Cape Verde,1993,46.99
Cape Verde,1994,44.61
Cape Verde,1995,52.11
Cape Verde,1996,47.45
Cape Verde,1997,45.6
Cape Verde,1998,49.53
Cape Verde,1999,48.96
Cape Verde,2000,45.39
Cape Verde,2001,45.49
Cape Verde,2002,51.25
Cape Verde,2003,53.98
Cape Verde,2004,59.08
Cape Verde,2005,46.77
Cape Verde,2006,66.26
Cape Verde,2007,64.34
Cape Verde,2008,72.6
Cape Verde,2009,83.01
Cape Verde,2010,81.79
Cape Verde,2011,83.58
Cape Verde,2012,82.36
Cape Verde,2013,80.18
Chad,1961,15.82
Chad,1962,17.16
Chad,1963,16.74
Chad,1964,17.34
Chad,1965,18.34
Chad,1966,19.7
Chad,1967,19.64
Chad,1968,20.32
Chad,1969,20.24
Chad,1970,20.32
Chad,1971,20.35
Chad,1972,20.06
Chad,1973,18.25
Chad,1974,19.09
Chad,1975,18.89
Chad,1976,18.86
Chad,1977,18.28
Chad,1978,18.55
Chad,1979,18.59
Chad,1980,18.04
Chad,1981,18.42
Chad,1982,18.77
Chad,1983,19.66
Chad,1984,17.92
Chad,1985,18.6
Chad,1986,18.07
Chad,1987,17.56
Chad,1988,17.26
Chad,1989,16.71
Chad,1990,15.83
Chad,1991,16.41
Chad,1992,16.42
Chad,1993,15.3
Chad,1994,15.22
Chad,1995,11.12
Chad,1996,10.72
Chad,1997,12.62
Chad,1998,12
Chad,1999,10.85
Chad,2000,10.5
Chad,2001,10.21
Chad,2002,10.02
Chad,2003,9.88
Chad,2004,9.71
Chad,2005,9.51
Chad,2006,10.01
Chad,2007,10.23
Chad,2008,10.04
Chad,2009,9.2
Chad,2010,8.93
Chad,2011,8.89
Chad,2012,8.87
Chad,2013,8.51
Central African Republic,1961,48.24
Central African Republic,1962,48.53
Central African Republic,1963,49.37
Central African Republic,1964,50.44
Central African Republic,1965,50.58
Central African Republic,1966,49.56
Central African Republic,1967,48.78
Central African Republic,1968,48.02
Central African Republic,1969,47.78
Central African Republic,1970,49.49
Central African Republic,1971,50.25
Central African Republic,1972,50.95
Central African Republic,1973,51.74
Central African Republic,1974,52.39
Central African Republic,1975,52.86
Central African Republic,1976,53.2
Central African Republic,1977,53.72
Central African Republic,1978,53.96
Central African Republic,1979,54
Central African Republic,1980,53.26
Central African Republic,1981,52.72
Central African Republic,1982,51.5
Central African Republic,1983,51.01
Central African Republic,1984,50.86
Central African Republic,1985,49.99
Central African Republic,1986,49.85
Central African Republic,1987,50.27
Central African Republic,1988,50.6
Central African Republic,1989,51.1
Central African Republic,1990,50.73
Central African Republic,1991,50.64
Central African Republic,1992,50.3
Central African Republic,1993,50.54
Central African Republic,1994,50.81
Central African Republic,1995,50.2
Central African Republic,1996,51.19
Central African Republic,1997,52.68
Central African Republic,1998,53.32
Central African Republic,1999,49.86
Central African Republic,2000,52.79
Central African Republic,2001,52.29
Central African Republic,2002,49.62
Central African Republic,2003,46.88
Central African Republic,2004,47.75
Central African Republic,2005,46.27
Central African Republic,2006,46.8
Central African Republic,2007,46.63
Central African Republic,2008,47
Central African Republic,2009,46.69
Central African Republic,2010,46.76
Central African Republic,2011,47.22
Central African Republic,2012,47.65
Central African Republic,2013,46.43
Colombia,1961,91.8
Colombia,1962,91.5
Colombia,1963,89.51
Colombia,1964,89.66
Colombia,1965,88.54
Colombia,1966,87.66
Colombia,1967,93.61
Colombia,1968,88.3
Colombia,1969,91.98
Colombia,1970,94.95
Colombia,1971,88.65
Colombia,1972,90.12
Colombia,1973,94.3
Colombia,1974,90.73
Colombia,1975,95.38
Colombia,1976,93.84
Colombia,1977,91.62
Colombia,1978,94.66
Colombia,1979,95.51
Colombia,1980,95.48
Colombia,1981,93.72
Colombia,1982,80.58
Colombia,1983,87.28
Colombia,1984,78.45
Colombia,1985,79.89
Colombia,1986,83.3
Colombia,1987,88.4
Colombia,1988,89.39
Colombia,1989,94.8
Colombia,1990,78.97
Colombia,1991,84.72
Colombia,1992,106.66
Colombia,1993,100.12
Colombia,1994,96.13
Colombia,1995,108
Colombia,1996,94.22
Colombia,1997,98.03
Colombia,1998,85.39
Colombia,1999,109.1
Colombia,2000,118.41
Colombia,2001,120.62
Colombia,2002,122.26
Colombia,2003,119.88
Colombia,2004,122.21
Colombia,2005,120.91
Colombia,2006,134.76
Colombia,2007,133.82
Colombia,2008,132.72
Colombia,2009,122.73
Colombia,2010,129.79
Colombia,2011,123.12
Colombia,2012,131.69
Colombia,2013,145.53
China,1961,4.27
China,1962,4.16
China,1963,4.29
China,1964,4.4
China,1965,4.64
China,1966,4.82
China,1967,5.09
China,1968,5.24
China,1969,5.11
China,1970,5.05
China,1971,4.95
China,1972,5.49
China,1973,6.3
China,1974,6.33
China,1975,6.26
China,1976,6.34
China,1977,6.39
China,1978,7.05
China,1979,7.48
China,1980,7.29
China,1981,8.18
China,1982,7.85
China,1983,9.32
China,1984,9.53
China,1985,10.95
China,1986,12.27
China,1987,14.86
China,1988,14.61
China,1989,15.95
China,1990,16.02
China,1991,18.05
China,1992,19.4
China,1993,23.96
China,1994,27.02
China,1995,31.57
China,1996,34.58
China,1997,37.5
China,1998,38.42
China,1999,43.85
China,2000,43.74
China,2001,46.89
China,2002,48.43
China,2003,51.89
China,2004,56.82
China,2005,58.91
China,2006,62.65
China,2007,65.63
China,2008,68.9
China,2009,73.7
China,2010,77.76
China,2011,84.61
China,2012,91.96
China,2013,94.19
Chile,1961,36.57
Chile,1962,37.8
Chile,1963,36.87
Chile,1964,36.97
Chile,1965,38.17
Chile,1966,39.52
Chile,1967,43.23
Chile,1968,44.95
Chile,1969,48.74
Chile,1970,45.77
Chile,1971,46.58
Chile,1972,43.97
Chile,1973,40.98
Chile,1974,45.56
Chile,1975,40.99
Chile,1976,33.97
Chile,1977,35.42
Chile,1978,35.42
Chile,1979,41.93
Chile,1980,37.16
Chile,1981,41.25
Chile,1982,45.71
Chile,1983,43.63
Chile,1984,41.91
Chile,1985,41.91
Chile,1986,36.79
Chile,1987,37.69
Chile,1988,38.29
Chile,1989,47.45
Chile,1990,48.85
Chile,1991,42.65
Chile,1992,47.93
Chile,1993,59.59
Chile,1994,59.41
Chile,1995,60
Chile,1996,66.64
Chile,1997,55.44
Chile,1998,52.91
Chile,1999,53.17
Chile,2000,55.13
Chile,2001,46.05
Chile,2002,58.73
Chile,2003,55.32
Chile,2004,57.3
Chile,2005,57.66
Chile,2006,56.16
Chile,2007,58.81
Chile,2008,60.93
Chile,2009,63.02
Chile,2010,65.51
Chile,2011,54.16
Chile,2012,57.43
Chile,2013,63.92
Cote d'Ivoire,1961,119.67
Cote d'Ivoire,1962,130.73
Cote d'Ivoire,1963,121.38
Cote d'Ivoire,1964,123.46
Cote d'Ivoire,1965,122.81
Cote d'Ivoire,1966,121.9
Cote d'Ivoire,1967,119.92
Cote d'Ivoire,1968,116.45
Cote d'Ivoire,1969,113.96
Cote d'Ivoire,1970,111.9
Cote d'Ivoire,1971,111.93
Cote d'Ivoire,1972,109.84
Cote d'Ivoire,1973,103.35
Cote d'Ivoire,1974,106.4
Cote d'Ivoire,1975,161.98
Cote d'Ivoire,1976,151.63
Cote d'Ivoire,1977,138
Cote d'Ivoire,1978,142.86
Cote d'Ivoire,1979,140.53
Cote d'Ivoire,1980,110.05
Cote d'Ivoire,1981,108.57
Cote d'Ivoire,1982,105.15
Cote d'Ivoire,1983,88.6
Cote d'Ivoire,1984,97.58
Cote d'Ivoire,1985,96.43
Cote d'Ivoire,1986,93.18
Cote d'Ivoire,1987,90.42
Cote d'Ivoire,1988,87.73
Cote d'Ivoire,1989,86.38
Cote d'Ivoire,1990,84.47
Cote d'Ivoire,1991,88.86
Cote d'Ivoire,1992,88.64
Cote d'Ivoire,1993,88.51
Cote d'Ivoire,1994,98.78
Cote d'Ivoire,1995,94.86
Cote d'Ivoire,1996,91.7
Cote d'Ivoire,1997,100.46
Cote d'Ivoire,1998,101.74
Cote d'Ivoire,1999,94.79
Cote d'Ivoire,2000,89.8
Cote d'Ivoire,2001,72.15
Cote d'Ivoire,2002,85.42
Cote d'Ivoire,2003,82.43
Cote d'Ivoire,2004,82.75
Cote d'Ivoire,2005,85.02
Cote d'Ivoire,2006,82.66
Cote d'Ivoire,2007,80.69
Cote d'Ivoire,2008,84.11
Cote d'Ivoire,2009,74.59
Cote d'Ivoire,2010,77.31
Cote d'Ivoire,2011,75.9
Cote d'Ivoire,2012,74.65
Cote d'Ivoire,2013,77
Costa Rica,1961,84.84
Costa Rica,1962,84.41
Costa Rica,1963,84.61
Costa Rica,1964,85.76
Costa Rica,1965,88.64
Costa Rica,1966,88.51
Costa Rica,1967,89.46
Costa Rica,1968,92.22
Costa Rica,1969,93.53
Costa Rica,1970,94.85
Costa Rica,1971,97.4
Costa Rica,1972,102.63
Costa Rica,1973,102.24
Costa Rica,1974,100.32
Costa Rica,1975,97.91
Costa Rica,1976,97.43
Costa Rica,1977,92.34
Costa Rica,1978,79.48
Costa Rica,1979,83.73
Costa Rica,1980,77.84
Costa Rica,1981,75.22
Costa Rica,1982,70.88
Costa Rica,1983,74.28
Costa Rica,1984,69.56
Costa Rica,1985,82.91
Costa Rica,1986,87.2
Costa Rica,1987,87.82
Costa Rica,1988,87.54
Costa Rica,1989,156.88
Costa Rica,1990,150.89
Costa Rica,1991,152.88
Costa Rica,1992,172.23
Costa Rica,1993,151.4
Costa Rica,1994,162.11
Costa Rica,1995,103.29
Costa Rica,1996,136.42
Costa Rica,1997,137.83
Costa Rica,1998,127.3
Costa Rica,1999,167.18
Costa Rica,2000,157.77
Costa Rica,2001,168.22
Costa Rica,2002,156.79
Costa Rica,2003,120.66
Costa Rica,2004,83.7
Costa Rica,2005,151.33
Costa Rica,2006,158.74
Costa Rica,2007,100.2
Costa Rica,2008,85.19
Costa Rica,2009,85.12
Costa Rica,2010,105.79
Costa Rica,2011,121.61
Costa Rica,2012,140.25
Costa Rica,2013,133.39
Congo,1961,46.84
Congo,1962,46.58
Congo,1963,47.16
Congo,1964,46.74
Congo,1965,46.25
Congo,1966,47.48
Congo,1967,46.7
Congo,1968,45.89
Congo,1969,46.5
Congo,1970,46.73
Congo,1971,46.46
Congo,1972,50.79
Congo,1973,51.51
Congo,1974,47.32
Congo,1975,48.28
Congo,1976,48.57
Congo,1977,47.54
Congo,1978,47.39
Congo,1979,49.43
Congo,1980,57.01
Congo,1981,57.37
Congo,1982,52.76
Congo,1983,53.36
Congo,1984,53.09
Congo,1985,51.15
Congo,1986,51.07
Congo,1987,52.12
Congo,1988,50.11
Congo,1989,48.51
Congo,1990,51.59
Congo,1991,52.2
Congo,1992,52.85
Congo,1993,52.75
Congo,1994,52.83
Congo,1995,58.57
Congo,1996,61.86
Congo,1997,61.59
Congo,1998,81.79
Congo,1999,65.77
Congo,2000,65.49
Congo,2001,64.91
Congo,2002,61.02
Congo,2003,58.72
Congo,2004,58.72
Congo,2005,58.33
Congo,2006,59.31
Congo,2007,59.26
Congo,2008,61.11
Congo,2009,60.32
Congo,2010,60.77
Congo,2011,61.55
Congo,2012,61.97
Congo,2013,65.21
Cyprus,1961,123.41
Cyprus,1962,114.16
Cyprus,1963,60.92
Cyprus,1964,132.82
Cyprus,1965,142.73
Cyprus,1966,172.05
Cyprus,1967,172.48
Cyprus,1968,212.47
Cyprus,1969,244.73
Cyprus,1970,244.04
Cyprus,1971,228.28
Cyprus,1972,200.46
Cyprus,1973,149.85
Cyprus,1974,153.14
Cyprus,1975,186.35
Cyprus,1976,170
Cyprus,1977,148.04
Cyprus,1978,162.37
Cyprus,1979,171.57
Cyprus,1980,175.27
Cyprus,1981,214.02
Cyprus,1982,204.1
Cyprus,1983,220.03
Cyprus,1984,231.07
Cyprus,1985,241.83
Cyprus,1986,93.09
Cyprus,1987,126.93
Cyprus,1988,96.13
Cyprus,1989,115.53
Cyprus,1990,139.92
Cyprus,1991,105.2
Cyprus,1992,129.65
Cyprus,1993,123.08
Cyprus,1994,85.69
Cyprus,1995,107.84
Cyprus,1996,93.87
Cyprus,1997,105.9
Cyprus,1998,132.04
Cyprus,1999,130.92
Cyprus,2000,113.15
Cyprus,2001,97.48
Cyprus,2002,94.13
Cyprus,2003,82.71
Cyprus,2004,94.88
Cyprus,2005,98.23
Cyprus,2006,106.41
Cyprus,2007,109.7
Cyprus,2008,91.99
Cyprus,2009,94.9
Cyprus,2010,90.33
Cyprus,2011,96.62
Cyprus,2012,72.32
Cyprus,2013,64.83
Cuba,1961,39.72
Cuba,1962,38.06
Cuba,1963,43
Cuba,1964,41.29
Cuba,1965,42.65
Cuba,1966,43.71
Cuba,1967,39.39
Cuba,1968,45.08
Cuba,1969,38.99
Cuba,1970,30.55
Cuba,1971,33.41
Cuba,1972,45.11
Cuba,1973,46.92
Cuba,1974,45.15
Cuba,1975,40.6
Cuba,1976,43.72
Cuba,1977,48.72
Cuba,1978,47.43
Cuba,1979,45.99
Cuba,1980,58.34
Cuba,1981,54.81
Cuba,1982,55.29
Cuba,1983,61.37
Cuba,1984,64.6
Cuba,1985,68.98
Cuba,1986,64.69
Cuba,1987,67.95
Cuba,1988,80.12
Cuba,1989,67.8
Cuba,1990,90.16
Cuba,1991,88.23
Cuba,1992,112.55
Cuba,1993,90.44
Cuba,1994,85.38
Cuba,1995,97.94
Cuba,1996,117.84
Cuba,1997,119.47
Cuba,1998,121.49
Cuba,1999,118.12
Cuba,2000,146.05
Cuba,2001,166.41
Cuba,2002,131.43
Cuba,2003,183.63
Cuba,2004,183.74
Cuba,2005,139.48
Cuba,2006,150.27
Cuba,2007,159.57
Cuba,2008,139.39
Cuba,2009,136.33
Cuba,2010,144.25
Cuba,2011,152.34
Cuba,2012,155.63
Cuba,2013,138.56
Croatia,1992,58.77
Croatia,1993,68.69
Croatia,1994,77.2
Croatia,1995,91.75
Croatia,1996,96.35
Croatia,1997,83.45
Croatia,1998,84.36
Croatia,1999,86.47
Croatia,2000,82.6
Croatia,2001,84.31
Croatia,2002,82.21
Croatia,2003,91.26
Croatia,2004,81.68
Croatia,2005,74.67
Croatia,2006,98.45
Croatia,2007,106.47
Croatia,2008,106.62
Croatia,2009,109.48
Croatia,2010,105.51
Croatia,2011,108.46
Croatia,2012,94.11
Croatia,2013,108.2
Djibouti,1961,0
Djibouti,1962,0
Djibouti,1963,0
Djibouti,1964,0
Djibouti,1965,0
Djibouti,1966,8.72
Djibouti,1967,9.9
Djibouti,1968,8.54
Djibouti,1969,8.75
Djibouti,1970,44.38
Djibouti,1971,52.07
Djibouti,1972,44.69
Djibouti,1973,46.07
Djibouti,1974,40.98
Djibouti,1975,37.95
Djibouti,1976,20.08
Djibouti,1977,17.88
Djibouti,1978,14.02
Djibouti,1979,12.66
Djibouti,1980,10.22
Djibouti,1981,13.61
Djibouti,1982,21.88
Djibouti,1983,18.46
Djibouti,1984,18.57
Djibouti,1985,13.56
Djibouti,1986,11.83
Djibouti,1987,5.11
Djibouti,1988,5.79
Djibouti,1989,5.59
Djibouti,1990,8.52
Djibouti,1991,7.81
Djibouti,1992,8.7
Djibouti,1993,9.08
Djibouti,1994,8.74
Djibouti,1995,8.56
Djibouti,1996,7.84
Djibouti,1997,7.69
Djibouti,1998,7.32
Djibouti,1999,8.22
Djibouti,2000,9.56
Djibouti,2001,7.95
Djibouti,2002,15.96
Djibouti,2003,14.92
Djibouti,2004,9.38
Djibouti,2005,18.08
Djibouti,2006,19
Djibouti,2007,20.24
Djibouti,2008,20.43
Djibouti,2009,20.92
Djibouti,2010,19.47
Djibouti,2011,20.29
Djibouti,2012,17.64
Djibouti,2013,44.61
Denmark,1961,49.59
Denmark,1962,60.2
Denmark,1963,58.32
Denmark,1964,64.02
Denmark,1965,64.97
Denmark,1966,66.58
Denmark,1967,68.86
Denmark,1968,66.58
Denmark,1969,66.17
Denmark,1970,68.81
Denmark,1971,63.76
Denmark,1972,61.49
Denmark,1973,68.63
Denmark,1974,63.4
Denmark,1975,64.77
Denmark,1976,70.32
Denmark,1977,70.87
Denmark,1978,63.1
Denmark,1979,63.2
Denmark,1980,57.86
Denmark,1981,49.58
Denmark,1982,47.93
Denmark,1983,50.79
Denmark,1984,53.75
Denmark,1985,61
Denmark,1986,71.82
Denmark,1987,75.2
Denmark,1988,76.14
Denmark,1989,76.34
Denmark,1990,76.74
Denmark,1991,76.23
Denmark,1992,75.3
Denmark,1993,66.35
Denmark,1994,61.66
Denmark,1995,67.5
Denmark,1996,73.66
Denmark,1997,93.04
Denmark,1998,76.65
Denmark,1999,94.56
Denmark,2000,103.16
Denmark,2001,93.76
Denmark,2002,164.28
Denmark,2003,138.14
Denmark,2004,134.95
Denmark,2005,136.4
Denmark,2006,126.95
Denmark,2007,111.12
Denmark,2008,111.02
Denmark,2009,122.01
Denmark,2010,100.46
Denmark,2011,98.73
Denmark,2012,125.23
Denmark,2013,121.58
Czechoslovakia,1961,46.04
Czechoslovakia,1962,33.44
Czechoslovakia,1963,43.73
Czechoslovakia,1964,39.09
Czechoslovakia,1965,42.55
Czechoslovakia,1966,51.94
Czechoslovakia,1967,40.9
Czechoslovakia,1968,46.67
Czechoslovakia,1969,49.17
Czechoslovakia,1970,47.79
Czechoslovakia,1971,37.57
Czechoslovakia,1972,39.6
Czechoslovakia,1973,47.64
Czechoslovakia,1974,51.11
Czechoslovakia,1975,48.67
Czechoslovakia,1976,49.6
Czechoslovakia,1977,48.88
Czechoslovakia,1978,54.41
Czechoslovakia,1979,47.52
Czechoslovakia,1980,56.29
Czechoslovakia,1981,48.36
Czechoslovakia,1982,66.63
Czechoslovakia,1983,64.94
Czechoslovakia,1984,56.15
Czechoslovakia,1985,57.75
Czechoslovakia,1986,62.06
Czechoslovakia,1987,56.16
Czechoslovakia,1988,59.5
Czechoslovakia,1989,66.16
Czechoslovakia,1990,57.51
Czechoslovakia,1991,56.38
Czechoslovakia,1992,55.69
Dominican Republic,1961,244.43
Dominican Republic,1962,238.45
Dominican Republic,1963,236.8
Dominican Republic,1964,238.25
Dominican Republic,1965,232.4
Dominican Republic,1966,230.64
Dominican Republic,1967,206.27
Dominican Republic,1968,204.38
Dominican Republic,1969,225.52
Dominican Republic,1970,226.01
Dominican Republic,1971,224.97
Dominican Republic,1972,218.99
Dominican Republic,1973,214.68
Dominican Republic,1974,213.42
Dominican Republic,1975,202.26
Dominican Republic,1976,211.56
Dominican Republic,1977,203.79
Dominican Republic,1978,213.5
Dominican Republic,1979,194.04
Dominican Republic,1980,200.79
Dominican Republic,1981,201.59
Dominican Republic,1982,192.31
Dominican Republic,1983,190.38
Dominican Republic,1984,185.88
Dominican Republic,1985,181.66
Dominican Republic,1986,200.85
Dominican Republic,1987,198.25
Dominican Republic,1988,188.86
Dominican Republic,1989,190.29
Dominican Republic,1990,126.4
Dominican Republic,1991,133.98
Dominican Republic,1992,121.08
Dominican Republic,1993,136.66
Dominican Republic,1994,128.22
Dominican Republic,1995,119.56
Dominican Republic,1996,114.82
Dominican Republic,1997,122.4
Dominican Republic,1998,107.56
Dominican Republic,1999,111.28
Dominican Republic,2000,119.11
Dominican Republic,2001,146.43
Dominican Republic,2002,157.41
Dominican Republic,2003,168.51
Dominican Republic,2004,145.02
Dominican Republic,2005,147.5
Dominican Republic,2006,153.02
Dominican Republic,2007,161.4
Dominican Republic,2008,124.19
Dominican Republic,2009,182
Dominican Republic,2010,219.68
Dominican Republic,2011,198.69
Dominican Republic,2012,245.94
Dominican Republic,2013,261.09
Dominica,1961,166.78
Dominica,1962,173.7
Dominica,1963,196.32
Dominica,1964,179.14
Dominica,1965,154.36
Dominica,1966,151.06
Dominica,1967,180.81
Dominica,1968,181.92
Dominica,1969,184.9
Dominica,1970,177.85
Dominica,1971,187.59
Dominica,1972,181.86
Dominica,1973,206.42
Dominica,1974,196.89
Dominica,1975,225.58
Dominica,1976,289
Dominica,1977,282.42
Dominica,1978,244.63
Dominica,1979,229.78
Dominica,1980,248.77
Dominica,1981,242.92
Dominica,1982,223.86
Dominica,1983,177.47
Dominica,1984,188.1
Dominica,1985,223.21
Dominica,1986,231.16
Dominica,1987,362.55
Dominica,1988,457.4
Dominica,1989,400.14
Dominica,1990,289.33
Dominica,1991,264.86
Dominica,1992,316.37
Dominica,1993,272.79
Dominica,1994,250.76
Dominica,1995,244.96
Dominica,1996,380.97
Dominica,1997,418.72
Dominica,1998,398.97
Dominica,1999,379.51
Dominica,2000,375.32
Dominica,2001,349.73
Dominica,2002,297.77
Dominica,2003,351.97
Dominica,2004,355.85
Dominica,2005,312.44
Dominica,2006,344.7
Dominica,2007,354.18
Dominica,2008,332.91
Dominica,2009,373.36
Dominica,2010,348.73
Dominica,2011,346.44
Dominica,2012,339.34
Dominica,2013,354.78
Ecuador,1961,255.43
Ecuador,1962,256.77
Ecuador,1963,253.95
Ecuador,1964,274.02
Ecuador,1965,296.45
Ecuador,1966,294.03
Ecuador,1967,254.54
Ecuador,1968,260.34
Ecuador,1969,246
Ecuador,1970,240.2
Ecuador,1971,230.8
Ecuador,1972,230.78
Ecuador,1973,220.12
Ecuador,1974,241.41
Ecuador,1975,242.87
Ecuador,1976,248.6
Ecuador,1977,303.12
Ecuador,1978,296.61
Ecuador,1979,272.28
Ecuador,1980,279.85
Ecuador,1981,259.32
Ecuador,1982,246.32
Ecuador,1983,212.12
Ecuador,1984,201.31
Ecuador,1985,231.85
Ecuador,1986,196.69
Ecuador,1987,202.52
Ecuador,1988,210.1
Ecuador,1989,171.37
Ecuador,1990,166.99
Ecuador,1991,135.27
Ecuador,1992,176.44
Ecuador,1993,207.02
Ecuador,1994,227.93
Ecuador,1995,167.89
Ecuador,1996,187.82
Ecuador,1997,249.75
Ecuador,1998,189.5
Ecuador,1999,225.36
Ecuador,2000,203.09
Ecuador,2001,199.75
Ecuador,2002,181.35
Ecuador,2003,168.01
Ecuador,2004,168.05
Ecuador,2005,153.22
Ecuador,2006,127.51
Ecuador,2007,128.4
Ecuador,2008,134.4
Ecuador,2009,163.79
Ecuador,2010,174.29
Ecuador,2011,152.15
Ecuador,2012,153.54
Ecuador,2013,102.49
Egypt,1961,28.46
Egypt,1962,34.54
Egypt,1963,35.7
Egypt,1964,34.52
Egypt,1965,33.82
Egypt,1966,36.51
Egypt,1967,36.61
Egypt,1968,33.01
Egypt,1969,35.51
Egypt,1970,33.04
Egypt,1971,37.17
Egypt,1972,39.13
Egypt,1973,35.55
Egypt,1974,41.03
Egypt,1975,40.23
Egypt,1976,40.75
Egypt,1977,35.74
Egypt,1978,41.58
Egypt,1979,47.07
Egypt,1980,43.01
Egypt,1981,43.25
Egypt,1982,53.34
Egypt,1983,54.37
Egypt,1984,50.54
Egypt,1985,49.91
